,code,category
752,"public void user_method() throws Throwable (); private void () throws Throwable Connection user_variable= null; user_variable= IO.getDBConnection(); dbConnection.setCatalog(user_variable); IO.logger.log(Level.WARNING, ""Error getting user_variablebase connection"", exceptSql); if (user_variable!= null) dbConnection.close(); IO.logger.log(Level.WARNING, ""Error closing Connection"", exceptSql); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public String user_methodSource() throws Throwable String user_variable; user_variable = """";  ServerSocket listener = null; Socket user_variable = null; InputStreamReader readerInputStream = null; listener = new ServerSocket(39543); user_variable = listener.accept(); readerInputStream = new InputStreamReader(user_variable.getInputStream(), ""UTF-8""); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing Socket"", exceptIO); if (listener != null) listener.close(); IO.logger.log(Level.WARNING, ""Error closing ServerSocket"", exceptIO); return user_variable; public String Source() throws Throwable String user_variable; user_variable = ""foo""; return user_variable;",non-vuln
753,"public void user_method() throws Throwable (); user_methodB2G(); private void () throws Throwable int user_variable; user_variable = 2; baseObject.action(user_variable ); private void user_methodB2G() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  File file = new File(""C:\\user_variable.txt""); FileInputStream streamFileInput = null; InputStreamReader readerInputStream = null; streamFileInput = new FileInputStream(file); readerInputStream = new InputStreamReader(streamFileInput, ""UTF-8""); if (stringNumber != null)  user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (streamFileInput != null) streamFileInput.close(); IO.logger.log(Level.WARNING, ""Error closing FileInputStream"", exceptIO); baseObject.action(user_variable ); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public void action(int user_variable ) throws Throwable int array[] = null; if (user_variable >= 0) array = new int[user_variable]; IO.writeLine(""Array size is negative""); array[0] = 5; IO.writeLine(array[0]); public abstract void action(int user_variable ) throws Throwable; public void action(int user_variable ) throws Throwable int array[] = null; if (user_variable > 0) array = new int[user_variable]; IO.writeLine(""Array size is negative""); array[0] = 5; IO.writeLine(array[0]); public void action(int user_variable ) throws Throwable int array[] = null; if (user_variable >= 0) array = new int[user_variable]; IO.writeLine(""Array size is negative""); array[0] = 5; IO.writeLine(array[0]);",non-vuln
754,"public void user_method(HttpServletRequest request, HttpServletResponse response) throws Throwable (request, response); user_methodB2G(request, response); private void (HttpServletRequest request, HttpServletResponse response) throws Throwable int user_variable; user_variable = 2; HashMap<Integer,Integer> user_variableHashMap = new HashMap<Integer,Integer>(); user_variableHashMap.put(0, user_variable); user_variableHashMap.put(1, user_variable); user_variableHashMap.put(2, user_variable); private void user_methodB2G(HttpServletRequest request, HttpServletResponse response) throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  Cookie cookieSources[] = request.getCookies(); if (cookieSources != null) String stringNumber = cookieSources[0].getValue(); user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception reading user_variable from cookie"", exceptNumberFormat); HashMap<Integer,Integer> user_variableHashMap = new HashMap<Integer,Integer>(); user_variableHashMap.put(0, user_variable); user_variableHashMap.put(1, user_variable); user_variableHashMap.put(2, user_variable); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args);",non-vuln
755,"public void user_method() throws Throwable (); private void () throws Throwable if (user_variable != null) File file = new File(user_variable); FileInputStream user_variable = null; InputStreamReader user_variable = null; BufferedReader user_variable = null; if (file.exists() && file.isFile()) user_variable = new FileInputStream(file); user_variable = new InputStreamReader(user_variable, ""UTF-8""); user_variable = new BufferedReader(user_variable); IO.writeLine(user_variable.readLine()); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing BufferedReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing FileInputStream"", exceptIO); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public String user_methodSource() throws Throwable String user_variable; user_variable = """";  ServerSocket listener = null; Socket user_variable = null; BufferedReader user_variable = null; InputStreamReader user_variable= null; listener = new ServerSocket(39543); user_variable = listener.accept(); user_variable= new InputStreamReader(user_variable.getInputStream(), ""UTF-8""); user_variable = new BufferedReader(readerInputStream); user_variable = user_variable.readLine(); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing BufferedReader"", exceptIO); if (user_variable!= null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing Socket"", exceptIO); if (listener != null) listener.close(); IO.logger.log(Level.WARNING, ""Error closing ServerSocket"", exceptIO); return user_variable; public String Source() throws Throwable String user_variable; user_variable = ""foo""; return user_variable;",non-vuln
756,"public void user_method(HttpServletRequest request, HttpServletResponse response) throws Throwable (request, response); user_methodB2G(request, response); private void Sink(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable = user_variableGoodG2B; if (user_variable != null) response.addHeader(""Location"", ""/author.jsp?lang="" + user_variable); private void (HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = ""foo""; user_variableGoodG2B = user_variable; Sink(request, response); private void user_methodB2GSink(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable = user_variableGoodB2G; if (user_variable != null) user_variable = URLEncoder.encode(user_variable, ""UTF-8""); response.addHeader(""Location"", ""/author.jsp?lang="" + user_variable); private void user_methodB2G(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = """";  Socket user_variable = null; InputStreamReader readerInputStream = null; user_variable = new Socket(""host.example.org"", 39544); readerInputStream = new InputStreamReader(user_variable.getInputStream(), ""UTF-8""); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing Socket"", exceptIO); user_variableGoodB2G = user_variable; user_methodB2GSink(request, response); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args);",non-vuln
757,"public void user_methodB2GSink(int user_variable ) throws Throwable int array[] = null; if (user_variable > 0) array = new int[user_variable]; IO.writeLine(""Array size is negative""); array[0] = 5; IO.writeLine(array[0]);",non-vuln
758,"public void user_method() throws Throwable (); user_methodB2G(); private void () throws Throwable int user_variable; user_variable = 2; baseObject.action(user_variable ); private void user_methodB2G() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  ServerSocket listener = null; Socket user_variable = null; InputStreamReader readerInputStream = null; listener = new ServerSocket(39543); user_variable = listener.accept(); readerInputStream = new InputStreamReader(user_variable.getInputStream(), ""UTF-8""); if (stringNumber != null) // avoid NPD incidental warnings user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing Socket"", exceptIO); if (listener != null) listener.close(); IO.logger.log(Level.WARNING, ""Error closing ServerSocket"", exceptIO); baseObject.action(user_variable ); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public void action(int user_variable ) throws Throwable int array[] =  0, 1, 2, 3, 4 ; if (user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); public abstract void action(int user_variable ) throws Throwable; public void action(int user_variable ) throws Throwable int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); public void action(int user_variable ) throws Throwable int array[] =  0, 1, 2, 3, 4 ; if (user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds"");",non-vuln
759,"public void user_method(HttpServletRequest request, HttpServletResponse response) throws Throwable (request, response); user_methodB2G(request, response); private void (HttpServletRequest request, HttpServletResponse response) throws Throwable int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); private void user_methodB2G(HttpServletRequest request, HttpServletResponse response) throws Throwable int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public int user_methodSource(HttpServletRequest request, HttpServletResponse response) throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  StringTokenizer tokenizer = new StringTokenizer(request.getQueryString(), ""&""); while (tokenizer.hasMoreTokens()) String token = tokenizer.nextToken();  if(token.startsWith(""id=""))  user_variable = Integer.parseInt(token.substring(3));  IO.logger.log(Level.WARNING, ""Number format exception reading id from query string"", exceptNumberFormat); break;  return user_variable; public int Source(HttpServletRequest request, HttpServletResponse response) throws Throwable int user_variable; user_variable = 2; return user_variable; public int user_methodB2GSource(HttpServletRequest request, HttpServletResponse response) throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  StringTokenizer tokenizer = new StringTokenizer(request.getQueryString(), ""&""); while (tokenizer.hasMoreTokens()) String token = tokenizer.nextToken();  if(token.startsWith(""id=""))  user_variable = Integer.parseInt(token.substring(3));  IO.logger.log(Level.WARNING, ""Number format exception reading id from query string"", exceptNumberFormat); break;  return user_variable;",non-vuln
760,"public void user_method() throws Throwable user_methodB2G1(); user_methodB2G2(); (); private void user_methodB2G1() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  String stringNumber = System.getProperty(""user.home""); user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); user_methodB2G1Private = false; user_methodB2G1Sink(user_variable ); private void user_methodB2G1Sink(int user_variable ) throws Throwable if (user_methodB2G1Private) IO.writeLine(""Benign, fixed string""); int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) array[user_variable] = 42; IO.writeLine(""Array index out of bounds""); private void user_methodB2G2() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  String stringNumber = System.getProperty(""user.home""); user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); user_methodB2G2Private = true; user_methodB2G2Sink(user_variable ); private void user_methodB2G2Sink(int user_variable ) throws Throwable if (user_methodB2G2Private) int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) array[user_variable] = 42; IO.writeLine(""Array index out of bounds""); private void () throws Throwable int user_variable; user_variable = 2; Private = true; Sink(user_variable ); private void Sink(int user_variable ) throws Throwable if (Private) int array[] =  0, 1, 2, 3, 4 ; array[user_variable] = 42; public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public static boolean user_methodPublicStatic = false;",non-vuln
761,"public void user_method(HttpServletRequest request, HttpServletResponse response) throws Throwable (request, response); user_methodB2G(request, response); private void Sink(String user_variable , HttpServletRequest request, HttpServletResponse response) throws Throwable if (user_variable != null) Cookie cookieSink = new Cookie(""lang"", user_variable); response.addCookie(cookieSink); private void (HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = ""foo""; Sink(user_variable , request, response ); private void user_methodB2GSink(String user_variable , HttpServletRequest request, HttpServletResponse response) throws Throwable if (user_variable != null) Cookie cookieSink = new Cookie(""lang"", URLEncoder.encode(user_variable, ""UTF-8"")); response.addCookie(cookieSink); private void user_methodB2G(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = """";  StringTokenizer tokenizer = new StringTokenizer(request.getQueryString(), ""&""); while (tokenizer.hasMoreTokens()) String token = tokenizer.nextToken();  if(token.startsWith(""id=""))  user_variable = token.substring(3);  break;  user_methodB2GSink(user_variable , request, response ); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); private String user_methodSource(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = """";  StringTokenizer tokenizer = new StringTokenizer(request.getQueryString(), ""&""); while (tokenizer.hasMoreTokens()) String token = tokenizer.nextToken();  if(token.startsWith(""id=""))  user_variable = token.substring(3);  break;  return user_variable;",non-vuln
762,"public void user_method(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = """";  Socket user_variable = null; InputStreamReader readerInputStream = null; user_variable = new Socket(""host.example.org"", 39544); readerInputStream = new InputStreamReader(user_variable.getInputStream(), ""UTF-8""); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing Socket"", exceptIO); LinkedList<String> user_variableLinkedList = new LinkedList<String>(); user_variableLinkedList.add(0, user_variable); user_variableLinkedList.add(1, user_variable); user_variableLinkedList.add(2, user_variable);",non-vuln
763,"public void user_method(HttpServletRequest request, HttpServletResponse response) throws Throwable (request, response); user_methodB2G(request, response); private void (HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variableCopy; String user_variable; user_variable = ""foo""; user_variableCopy = user_variable; String user_variable = user_variableCopy; if (user_variable != null) Cookie cookieSink = new Cookie(""lang"", user_variable); response.addCookie(cookieSink); private void user_methodB2G(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variableCopy; String user_variable; user_variable = """";  Socket user_variable = null; InputStreamReader readerInputStream = null; user_variable = new Socket(""host.example.org"", 39544); readerInputStream = new InputStreamReader(user_variable.getInputStream(), ""UTF-8""); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing Socket"", exceptIO); user_variableCopy = user_variable; String user_variable = user_variableCopy; if (user_variable != null) Cookie cookieSink = new Cookie(""lang"", URLEncoder.encode(user_variable, ""UTF-8"")); response.addCookie(cookieSink); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); private void user_methodSink(String user_variable , HttpServletRequest request, HttpServletResponse response) throws Throwable if (user_variable != null) Cookie cookieSink = new Cookie(""lang"", user_variable); response.addCookie(cookieSink);",non-vuln
764,"public void user_method() throws Throwable user_methodB2G1(); user_methodB2G2(); (); private void user_methodB2G1() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  Connection connection = null; PreparedStatement preparedStatement = null; ResultSet resultSet = null; connection = IO.getDBConnection(); preparedStatement = connection.prepareStatement(""select name from users where id=0""); resultSet = preparedStatement.executeQuery(); String stringNumber = resultSet.getString(1); if (stringNumber != null)  user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with SQL statement"", exceptSql); if (resultSet != null) resultSet.close(); IO.logger.log(Level.WARNING, ""Error closing ResultSet"", exceptSql); if (preparedStatement != null) preparedStatement.close(); IO.logger.log(Level.WARNING, ""Error closing PreparedStatement"", exceptSql); if (connection != null) connection.close(); IO.logger.log(Level.WARNING, ""Error closing Connection"", exceptSql); user_methodB2G1Private = false; user_methodB2G1Sink(user_variable ); private void user_methodB2G1Sink(int user_variable ) throws Throwable if (user_methodB2G1Private) IO.writeLine(""Benign, fixed string""); int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); private void user_methodB2G2() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  Connection connection = null; PreparedStatement preparedStatement = null; ResultSet resultSet = null; connection = IO.getDBConnection(); preparedStatement = connection.prepareStatement(""select name from users where id=0""); resultSet = preparedStatement.executeQuery(); String stringNumber = resultSet.getString(1); if (stringNumber != null)  user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with SQL statement"", exceptSql); if (resultSet != null) resultSet.close(); IO.logger.log(Level.WARNING, ""Error closing ResultSet"", exceptSql); if (preparedStatement != null) preparedStatement.close(); IO.logger.log(Level.WARNING, ""Error closing PreparedStatement"", exceptSql); if (connection != null) connection.close(); IO.logger.log(Level.WARNING, ""Error closing Connection"", exceptSql); user_methodB2G2Private = true; user_methodB2G2Sink(user_variable ); private void user_methodB2G2Sink(int user_variable ) throws Throwable if (user_methodB2G2Private) int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); private void () throws Throwable int user_variable; user_variable = 2; Private = true; Sink(user_variable ); private void Sink(int user_variable ) throws Throwable if (Private) int array[] =  0, 1, 2, 3, 4 ; if (user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public static boolean user_methodPublicStatic = false;",non-vuln
765,"public void user_methodSink(byte[] user_variableSerialized , HttpServletRequest request, HttpServletResponse response) throws Throwable ByteArrayInputStream streamByteArrayInput = null; ObjectInputStream streamObjectInput = null; streamByteArrayInput = new ByteArrayInputStream(user_variableSerialized); streamObjectInput = new ObjectInputStream(streamByteArrayInput); int user_variable = (Integer)streamObjectInput.readObject(); int array[] = null; if (user_variable >= 0) array = new int[user_variable]; IO.writeLine(""Array size is negative""); array[0] = 5; IO.writeLine(array[0]); IO.logger.log(Level.WARNING, ""IOException in deserialization"", exceptIO); IO.logger.log(Level.WARNING, ""ClassNotFoundException in deserialization"", exceptClassNotFound); if (streamObjectInput != null) streamObjectInput.close(); IO.logger.log(Level.WARNING, ""Error closing ObjectInputStream"", exceptIO); if (streamByteArrayInput != null) streamByteArrayInput.close(); IO.logger.log(Level.WARNING, ""Error closing ByteArrayInputStream"", exceptIO);",non-vuln
766,public void user_methodB2GSink(int user_variable ) throws Throwable,non-vuln
767,"public void user_method(HttpServletRequest request, HttpServletResponse response) throws Throwable (request, response); user_methodB2G(request, response); private void (HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = ""foo""; HashMap<Integer,String> user_variableHashMap = new HashMap<Integer,String>(); user_variableHashMap.put(0, user_variable); user_variableHashMap.put(1, user_variable); user_variableHashMap.put(2, user_variable); private void user_methodB2G(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = """";  Cookie cookieSources[] = request.getCookies(); if (cookieSources != null) user_variable = cookieSources[0].getValue(); HashMap<Integer,String> user_variableHashMap = new HashMap<Integer,String>(); user_variableHashMap.put(0, user_variable); user_variableHashMap.put(1, user_variable); user_variableHashMap.put(2, user_variable); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args);",non-vuln
768,"public void user_method(HttpServletRequest request, HttpServletResponse response) throws Throwable user_methodB2G1(request, response); user_methodB2G2(request, response); (request, response); private void user_methodB2G1(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = """";  Cookie cookieSources[] = request.getCookies(); if (cookieSources != null) user_variable = cookieSources[0].getValue(); user_methodB2G1Private = false; user_methodB2G1Sink(user_variable , request, response); private void user_methodB2G1Sink(String user_variable , HttpServletRequest request, HttpServletResponse response) throws Throwable if (user_methodB2G1Private) IO.writeLine(""Benign, fixed string""); if (user_variable != null) Cookie cookieSink = new Cookie(""lang"", URLEncoder.encode(user_variable, ""UTF-8"")); response.addCookie(cookieSink); private void user_methodB2G2(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = """";  Cookie cookieSources[] = request.getCookies(); if (cookieSources != null) user_variable = cookieSources[0].getValue(); user_methodB2G2Private = true; user_methodB2G2Sink(user_variable , request, response); private void user_methodB2G2Sink(String user_variable , HttpServletRequest request, HttpServletResponse response) throws Throwable if (user_methodB2G2Private) if (user_variable != null) Cookie cookieSink = new Cookie(""lang"", URLEncoder.encode(user_variable, ""UTF-8"")); response.addCookie(cookieSink); private void (HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = ""foo""; Private = true; Sink(user_variable , request, response); private void Sink(String user_variable , HttpServletRequest request, HttpServletResponse response) throws Throwable if (Private) if (user_variable != null) Cookie cookieSink = new Cookie(""lang"", user_variable); response.addCookie(cookieSink); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public static boolean user_methodPublicStatic = false;",non-vuln
769,"public void user_method() throws Throwable (); user_methodB2G(); private void () throws Throwable int user_variable; user_variable = 2; baseObject.action(user_variable ); private void user_methodB2G() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  Properties properties = new Properties(); FileInputStream streamFileInput = null; streamFileInput = new FileInputStream(""../common/config.properties""); properties.load(streamFileInput); String stringNumber = properties.getProperty(""user_variable""); if (stringNumber != null) // avoid NPD incidental warnings user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (streamFileInput != null) streamFileInput.close(); IO.logger.log(Level.WARNING, ""Error closing FileInputStream"", exceptIO); baseObject.action(user_variable ); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public void action(int user_variable ) throws Throwable int array[] =  0, 1, 2, 3, 4 ; if (user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); public abstract void action(int user_variable ) throws Throwable; public void action(int user_variable ) throws Throwable int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); public void action(int user_variable ) throws Throwable int array[] =  0, 1, 2, 3, 4 ; if (user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds"");",non-vuln
770,"public void user_method() throws Throwable (); private void Sink(String user_variable ) throws Throwable String user_variable; if(System.getProperty(""os.name"").toLowerCase().indexOf(""win"") >= 0) user_variable = ""C:\\uploads\\""; user_variable = ""/home/user/uploads/""; if (user_variable != null) File file = new File(user_variable + user_variable); FileInputStream user_variable = null; InputStreamReader user_variable = null; BufferedReader user_variable = null; if (file.exists() && file.isFile()) user_variable = new FileInputStream(file); user_variable = new InputStreamReader(user_variable, ""UTF-8""); user_variable = new BufferedReader(user_variable); IO.writeLine(user_variable.readLine()); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing BufferedReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing FileInputStream"", exceptIO); private void () throws Throwable String user_variable; user_variable = ""foo""; Sink(user_variable  ); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); private String user_methodSource() throws Throwable String user_variable; user_variable = System.getenv(""ADD""); return user_variable;",non-vuln
771,"public void user_method() throws Throwable (); user_methodB2G(); private void () throws Throwable int array[] =  0, 1, 2, 3, 4 ; array[user_variable] = 42; private void user_methodB2G() throws Throwable int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) array[user_variable] = 42; IO.writeLine(""Array index out of bounds""); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public int user_methodSource() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  File file = new File(""C:\\user_variable.txt""); FileInputStream streamFileInput = null; InputStreamReader readerInputStream = null; streamFileInput = new FileInputStream(file); readerInputStream = new InputStreamReader(streamFileInput, ""UTF-8""); if (stringNumber != null)  user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (streamFileInput != null) streamFileInput.close(); IO.logger.log(Level.WARNING, ""Error closing FileInputStream"", exceptIO); return user_variable; public int Source() throws Throwable int user_variable; user_variable = 2; return user_variable; public int user_methodB2GSource() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  File file = new File(""C:\\user_variable.txt""); FileInputStream streamFileInput = null; InputStreamReader readerInputStream = null; streamFileInput = new FileInputStream(file); readerInputStream = new InputStreamReader(streamFileInput, ""UTF-8""); if (stringNumber != null)  user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (streamFileInput != null) streamFileInput.close(); IO.logger.log(Level.WARNING, ""Error closing FileInputStream"", exceptIO); return user_variable;",non-vuln
772,"public void user_method() throws Throwable (); user_methodB2G(); private void () throws Throwable int user_variableCopy; int user_variable; user_variable = 2; user_variableCopy = user_variable; int user_variable = user_variableCopy; int array[] = null; if (user_variable >= 0) array = new int[user_variable]; IO.writeLine(""Array size is negative""); array[0] = 5; IO.writeLine(array[0]); private void user_methodB2G() throws Throwable int user_variableCopy; int user_variable; user_variable = Integer.MIN_VALUE;  URLConnection urlConnection = (new URL(""http://www.example.org/"")).openConnection(); InputStreamReader readerInputStream = null; readerInputStream = new InputStreamReader(urlConnection.getInputStream(), ""UTF-8""); if (stringNumber != null) // avoid NPD incidental warnings user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); user_variableCopy = user_variable; int user_variable = user_variableCopy; int array[] = null; if (user_variable > 0) array = new int[user_variable]; IO.writeLine(""Array size is negative""); array[0] = 5; IO.writeLine(array[0]); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); private void user_methodSink(int user_variable ) throws Throwable int array[] = null; if (user_variable >= 0) array = new int[user_variable]; IO.writeLine(""Array size is negative""); array[0] = 5; IO.writeLine(array[0]);",non-vuln
